S/sigma, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 
85, 0.0293513, 0.295428, 0.866914, 1.65573, 2.58366, 3.60129, 4.67835, 5.79583, 6.94129, 8.10628, 9.28487, 
90, 0.235014, 0.924693, 1.87843, 2.96657, 4.1282, 5.33292, 6.56416, 7.8121, 9.07055, 10.3353, 11.6035, 
95, 1.05953, 2.24779, 3.52221, 4.83186, 6.15827, 7.49305, 8.83173, 10.1697, 11.509, 12.8464, 14.181, 
100, 3.06976, 4.47095, 5.87404, 7.27585, 8.6757, 10.0731, 11.4675, 12.8584, 14.2455, 15.6283, 17.0064, 
105, 6.42904, 7.61787, 8.92468, 10.281, 11.6616, 13.0549, 14.4548, 15.8576, 17.2588, 18.6611, 20.061, 
110, 10.759, 11.5219, 12.5767, 13.7799, 15.0643, 16.3963, 17.7576, 19.1373, 20.5287, 21.927, 23.329, 
115, 15.5553, 15.9476, 16.7015, 17.6921, 18.8281, 20.056, 21.3438, 22.6717, 24.0271, 25.4013, 26.7883, 
